id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
iHkrQ7MD-Z7HU,30.0000,64698.0000,Rent,11,SJAo95Cw-1oMC,Medical,D,9000.0000,16,1,0.12,tb2AECos-Qox4,Y,5.0000
iXyMEIZn-1lJ4,24.0000,110400.0000,Mortgage,8,jicwRwU4-ap2l,Venture,A,3000.0000,7.49,0,0.03,Q9h5DTO4-oU4Q,N,4.0000
X2rHo0Ev-sfm5,24.0000,99000.0000,Mortgage,8,syS0dqzT-ZcOq,Debtconsolidation,A,12000.0000,6.03,0,0.12,dWsFaRMj-sqJL,N,2.0000
MKM7QJze-OyuM,25.0000,54000.0000,Mortgage,9,ct6W8N79-J8vq,Debtconsolidation,B,12000.0000,12.53,1,0.22,T5OBOp5W-rW6G,N,4.0000
AZpIk7q0-Fuqr,28.0000,27600.0000,Rent,8,Y2frM28i-A6kA,Debtconsolidation,C,4000.0000,15.23,0,0.14,m2qCEiOa-B8Tq,N,8.0000
hLzRfxXM-zp4t,26.0000,125000.0000,Rent,0,jDi8clFi-NOJa,Medical,B,8000.0000,9.63,0,0.06,GEA8ros9-BPcU,N,3.0000
GXuqv99k-uA9R,27.0000,72000.0000,Mortgage,4,ULcybSxX-1xwh,Personal,B,14000.0000,12.42,0,0.19,xlI2XhXU-1THH,N,10.0000
PKDbq6Y2-1R5J,22.0000,30000.0000,Rent,4,yRMhAGyb-pgLs,Personal,B,6000.0000,10.99,1,0.2,g0wvLug2-Eug2,N,2.0000
WnCTP02A-GYbb,26.0000,48500.0000,Mortgage,9,NulpfmU7-JTF5,Homeimprovement,A,13000.0000,7.29,0,0.27,CFegE1r1-oeni,N,3.0000
3aXXD2lJ-pfSu,23.0000,88000.0000,Rent,0,9y68S3wD-9Bxm,Personal,D,12000.0000,14.61,1,0.14,DvzjpcOk-7JSF,Y,4.0000
S94p7bHT-f4xE,26.0000,60000.0000,Mortgage,0,vOWQWM9S-23IF,Personal,A,9800.0000,7.75,0,0.16,W2XjsHqS-JyG9,N,3.0000
XCy6f2ot-Ea7r,42.0000,78000.0000,Mortgage,6,bmpHcb4G-pUEX,Education,B,20000.0000,10.99,0,0.26,HeDDgCHI-Tx1y,N,11.0000
8L6q0Mn3-qAL1,41.0000,98000.0000,Mortgage,18,gfnBm8fb-vtfq,Medical,B,5000.0000,10.99,0,0.05,6sMzR9dj-qPyn,N,17.0000
RqafshIP-p85q,32.0000,39600.0000,Mortgage,0,QZG14KMd-nPm9,Homeimprovement,D,1500.0000,15.99,0,0.04,JzJOGjeT-8tgd,N,8.0000
Gguft4MJ-0tNH,23.0000,75000.0000,Own,5,RCDzRmma-oBEW,Venture,D,12500.0000,15.33,0,0.17,RYBM4Z0r-nZ25,Y,3.0000
jUYLf9xo-SfhO,32.0000,25591.0000,Rent,4,vkB30aBM-IGAr,Venture,B,5000.0000,10.65,0,0.2,2NIjkW02-hr8G,N,9.0000
4Lq8DntX-B79i,39.0000,54000.0000,Rent,4,ZGYdIBE0-ioey,Debtconsolidation,C,12000.0000,14.22,1,0.22,nTwJ17Kn-EtC7,Y,12.0000
mCw0G59a-gwvR,28.0000,66920.0000,Rent,12,OsNflsOz-3ICi,Medical,C,5000.0000,14.26,0,0.07,YrLE8BDn-CBgZ,N,6.0000
uLxOOPAn-MfOK,32.0000,24600.0000,Mortgage,6,fitNcx0R-RT1L,Medical,A,4800.0000,8.9,1,0.2,ndhS3B8M-RfsP,N,7.0000
mankf7l1-A3UT,24.0000,60000.0000,Mortgage,2,e9C29Bsl-UI6o,Debtconsolidation,B,10000.0000,11.71,0,0.17,OMT88oyR-TAq1,N,2.0000
hnHrcdI7-13ES,34.0000,275004.0000,Mortgage,2,6pajJkc0-NJ28,Venture,D,25000.0000,16.32,0,0.09,79Ya6Y8b-jIRg,Y,9.0000
WItUQ0WA-qc19,21.0000,65496.0000,Mortgage,3,gzoIxiBB-qErn,Debtconsolidation,B,13250.0000,10.37,0,0.2,HY0baGv4-L8Kl,N,4.0000
O2Iwu1Ef-8pkD,34.0000,80000.0000,Rent,4,TmbcgLoZ-td24,Education,A,5000.0000,6.17,0,0.06,4ASQ4c2n-FI9h,N,8.0000
1hBGlQlY-sdsU,34.0000,30000.0000,Mortgage,4,icnvSJyB-3vcc,Personal,A,4300.0000,7.9,0,0.14,IBka9WhG-q9B9,N,9.0000
lRZbSjuW-BXNN,24.0000,72100.0000,Mortgage,2,nn5u5JZM-H74e,Education,B,16000.0000,10.25,0,0.22,komW86Y5-UkZa,N,4.0000
AXIz2pQa-DOcU,33.0000,84000.0000,Rent,4.787874228975478,FAlQsfB2-GZkm,Venture,E,9590.5644,6.62,0,0.21,X7OYGhii-Y91n,N,4.0000
tlJMlo9r-debd,26.0000,48000.0000,Own,10,JP7dj2Dh-yuPp,Venture,B,15000.0000,11.12,0,0.31,tkoBmxsN-bpYW,N,3.0000
qBbdfu0B-la7h,23.0000,87500.0000,Mortgage,2,mFEqQ22P-tkUN,Personal,B,1600.0000,9.88,0,0.02,Od9mAr0j-F8mp,N,2.0000
LPyaCwQZ-G18e,28.0000,66000.0000,Rent,9,HTWnax9c-czCu,Venture,A,10000.0000,7.9,0,0.15,O4osxmGp-EBog,N,9.0000
kmDtkZr5-2JJy,33.0000,48000.0000,Rent,2,I3oiY7DM-gzDq,Venture,B,1500.0000,11.89,0,0.03,oMgiyplH-IC6Z,N,6.0000
XMMf3wdH-jvEw,28.0000,36000.0000,Mortgage,4,xRPckXG4-yiaa,Venture,B,2400.0000,10.71,0,0.07,Cwv6FLg9-oaji,N,7.0000
MADcTJ7n-XTnw,29.0000,71000.0000,Own,13,M3lXGYmI-TsGT,Medical,A,14000.0000,7.14,0,0.2,8c3YGg3B-56U2,N,5.0000
p5aGZzmE-ZLLK,26.0000,61000.0000,Mortgage,4,vXIphd9K-jscX,Personal,A,8000.0000,7.49,0,0.13,5IKiihLp-m5lf,N,2.0000
tdDU4nTX-mizp,28.0000,52000.0000,Rent,3,CKPgcI2T-SM0j,Homeimprovement,B,7000.0000,11.99,0,0.13,n6T9MJNA-7FUp,N,8.0000
8M1xAaF0-gBJl,24.0000,75000.0000,Mortgage,3,FJky53Un-eEAo,Homeimprovement,B,3000.0000,11.11,0,0.04,yJEfU1DQ-DoPn,N,3.0000
gZMoq0yr-LOSL,31.0000,80000.0000,Rent,6,6nIB3IJc-oNMw,Personal,A,10000.0000,11.013104465037149,0,0.13,xRGTRYSw-4ERC,N,9.0000
jAFHaFdh-fHdL,29.0000,21424.0000,Mortgage,1,KdjKNQm4-9rhH,Education,A,7750.0000,7.51,1,0.36,6FaePEbx-NknO,N,10.0000
QEeRaaTz-d0w3,25.0000,50988.0000,Own,9,Fk32PJaf-cbxW,Homeimprovement,B,4200.0000,9.99,0,0.08,RuRYu3oY-6s0m,N,3.0000
kIuenpDi-uCqB,44.0000,28000.0000,Own,0,M6zGctLG-5GYQ,Venture,A,3500.0000,8.94,0,0.13,8oM6lqxL-79mW,N,12.0000
ND1H8jZF-RF0q,31.0000,56160.0000,Rent,1,buahmT6z-wgzp,Debtconsolidation,C,6000.0000,13.98,0,0.11,Q2DQUmud-ADc1,Y,9.0000
Q7Z2McO7-C1Do,29.0000,72500.0000,Mortgage,0,o5vDIkuC-G2dM,Personal,A,30000.0000,7.49,0,0.41,TMGu0Dgc-W1f8,N,7.0000
HwRj0yKx-rgoU,32.0000,25000.0000,Rent,4.787874228975478,HE5ORPfF-iqU8,Homeimprovement,C,9800.0000,12.23,1,0.39,ocgzjGpX-w1Cm,Y,8.0000
ths3cpja-uxTy,25.0000,24000.0000,Rent,1,wEn7xuaI-Clk3,Debtconsolidation,D,12000.0000,12.17,1,0.5,Fy2YyTzZ-EmJr,Y,4.0000
RhyijGbu-XXrg,37.0000,25000.0000,Rent,0,ks2tRP1J-2MbF,Venture,D,2775.0000,15.65,1,0.11,0GRN4Soj-DwrO,Y,14.0000
yRsFBbRE-ZT1I,26.0000,30000.0000,Rent,1,y2cZSn5t-2i4z,Medical,B,2300.0000,10.99,0,0.08,Cmc6uQLj-IngJ,N,2.0000
xvR8cDq2-xpfI,25.0000,23387.0000,Rent,2,yx3Qo9Sc-jbzT,Personal,A,10000.0000,7.51,1,0.43,L1ENBRlg-QDjh,N,4.0000
5e15w4mP-z7jH,25.0000,34000.0000,Rent,7,MNXz3PKy-PRXL,Personal,D,9600.0000,14.54,1,0.28,BKilkLIN-ZJ4h,N,2.0000
Uub0NwYU-K0Nm,23.0000,44000.0000,Rent,2,cjR9HoWB-Dvmq,Medical,B,3000.0000,9.25,0,0.07,2yqAomGA-UOUj,N,3.0000
cjWn6f06-Ijfu,24.0000,68000.0000,Rent,5,NtXnMPRI-vD8e,Medical,D,15000.0000,15.58,1,0.19,tXXKWtAT-voCX,Y,4.0000
5Evtus78-Memk,24.0000,90000.0000,Mortgage,8,v8Po5jHk-M7jG,Education,C,35000.0000,12.68,0,0.39,EOqhHa9b-ndlD,Y,2.0000
KKhtwsI4-ZCic,41.0000,58650.0000,Mortgage,15,fw93AeKl-2hXe,Medical,B,12000.0000,11.14,1,0.17,NFWyHa6q-TseS,N,16.0000
7BbIjNvM-ILyB,23.0000,61000.0000,Mortgage,4.787874228975478,sD1MaFFU-CayB,Personal,A,10000.0000,6.99,0,0.16,Ok7sBBJ0-BLc1,N,2.0000
vXwAr7f2-EtEi,23.0000,189996.0000,Own,4.787874228975478,tbQ1qkun-5bpe,Personal,B,12000.0000,9.91,0,0.17022825037310413,NubKRfS4-m6XA,N,2.0000
psMYuSTU-Cgnm,25.0000,50000.0000,Own,3,7y1pGSFf-iOH1,Medical,A,10000.0000,11.013104465037149,0,0.2,bDiK4bli-ubjY,N,3.0000
aqWJnrbj-7t4Z,23.0000,27000.0000,Rent,2,bxPR9eiv-bKpq,Venture,C,18000.0000,11.54,1,0.67,7RRChfSN-3EqP,Y,4.0000
WTaTWD7R-nB26,28.0000,72000.0000,Mortgage,9,emllPw3q-SPlj,Homeimprovement,B,18000.0000,11.89,0,0.25,l45L15fR-YZxS,N,8.0000
YyllbMle-v3JY,24.0000,172000.0000,Mortgage,5,bafcNdlm-hE63,Education,B,15000.0000,10.37,0,0.09,dE4AOJRw-jKG4,N,4.0000
01Ih63oD-gO7p,24.0000,75000.0000,Rent,6,FrMoEnPL-XivD,Personal,B,15000.0000,11.71,0,0.2,YK0cuXUQ-Udaf,N,4.0000
AKnBaiTa-Iu5O,24.0000,65000.0000,Rent,4,Z7LXFakQ-c5aQ,Education,D,21250.0000,15.95,1,0.33,gku9Wase-PFID,Y,4.0000
RpaAz4dd-j6Am,28.0000,59520.0000,Mortgage,9,gS1mBuce-axdu,Personal,A,5000.0000,8.59,0,0.08,Tlg4XgaW-UOAi,N,7.0000
atcFO6u2-8zur,30.0000,59004.0000,Rent,3,onBXq834-Sbbu,Homeimprovement,D,14000.0000,15.28,0,0.24,JteAajcv-2yNM,N,10.0000
il6n7qzu-0ZOf,26.0000,30000.0000,Own,3,gw7xlSMD-HcD3,Venture,A,1925.0000,6.03,0,0.06,nB9v3O8K-76H2,N,3.0000
8zXRsQXh-2BAD,23.0000,39996.0000,Rent,7,U7aZcyt9-2JuJ,Personal,B,2000.0000,11.013104465037149,0,0.05,XcXRSJ60-Hwri,N,2.0000
vUhrPpZi-v87I,21.0000,32000.0000,Rent,6,DJIa5JKN-juhs,Medical,D,12000.0000,11.013104465037149,1,0.38,3mubFJnw-sDUd,Y,2.0000
KzH2HybI-94GE,37.0000,88296.0000,Mortgage,8,vDwM7Jkh-BMdU,Homeimprovement,B,15000.0000,10.14,0,0.17,bs1DspOW-K5uf,N,14.0000
bIjpPoUZ-vfHH,23.0000,65000.0000,Mortgage,7,G2jm6qYI-AGqX,Venture,A,6250.0000,6.76,0,0.1,jB3Q2Olj-UvC7,N,2.0000
KHKjqlWn-keXF,24.0000,138000.0000,Own,8,IZf1MA4y-bDpd,Personal,A,16500.0000,6.54,0,0.12,k1NT2Y18-EQZp,N,3.0000
AssRr8oe-gsI4,34.0000,35000.0000,Own,2,oYYQPvLB-En9j,Education,C,2000.0000,13.99,0,0.06,TrfiMlBq-kIFa,N,8.0000
y6h2w8wM-XL2q,25.0000,62500.0000,Mortgage,5,wn369t0J-nJ8N,Debtconsolidation,C,15000.0000,6,0,0.24,J5gmLDuO-rWcu,N,3.0000
6Fwqb8WC-cBKf,21.0000,30000.0000,Rent,0,cKt9IfAw-tOAJ,Debtconsolidation,A,1000.0000,11.013104465037149,0,0.03,Jy4suLHD-ulFv,N,3.0000
TSydCED5-TSWb,22.0000,47748.0000,Mortgage,5,WKzdNA7y-5k5I,Personal,A,4500.0000,6.39,0,0.09,oi2zNyUC-s9ZC,N,4.0000
cw1cTs3p-ezfH,23.0000,52692.0000,Rent,4,bJOygOdw-6y83,Education,C,3500.0000,12.23,0,0.07,9DRgiFlP-PJ0t,Y,4.0000
0KLMitth-Phfp,32.0000,30000.0000,Own,10,8Ar24wMv-gYDL,Homeimprovement,A,17875.0000,6.99,0,0.6,KXfMuPeT-Tht3,N,5.0000
cd5UGqMr-tl8u,30.0000,53004.0000,Rent,3,OUtcSBX9-zd6z,Debtconsolidation,D,14000.0000,15.28,1,0.26,pAwheuqN-uzMc,Y,10.0000
qgfNC7U5-mkjp,23.0000,39000.0000,Rent,7,c6QG4DD6-iFLD,Medical,D,6000.0000,14.09,1,0.15,2AO4IPUK-uf09,Y,3.0000
SK3MoN5C-wMyp,23.0000,60000.0000,Mortgage,6,fBoYeFBs-iv3T,Education,A,1200.0000,6.03,0,0.02,4BFDeglH-nwhI,N,3.0000
SMDyJ1hI-CX9p,34.0000,140000.0000,Own,13,UtGjv1gd-ielo,Education,A,4000.0000,7.88,0,0.03,3P6ECkNb-KGgH,N,7.0000
sCC3aE0w-DaEm,21.0000,30000.0000,Rent,1,bqsdL21c-0Fd6,Personal,D,5600.0000,14.46,1,0.19,3S2GXG8a-Jsgz,N,2.0000
4L3YLLek-Q97z,34.0000,80000.0000,Mortgage,4.787874228975478,EEonenLd-DA2u,Venture,A,2000.0000,11.013104465037149,1,0.06,4aQs6fwv-5OpC,N,2.0000
zvtlMBLg-7Sct,35.0000,36000.0000,Mortgage,3,EbeaDIe4-Ar6H,Education,B,5000.0000,11.12,0,0.14,nAeaENeY-9Dkc,N,6.0000
CS59sWAQ-rsfv,26.0000,175000.0000,Rent,2,UwonNJsP-lRk2,Education,B,17000.0000,9.88,0,0.1,8BCHT1Ct-PGmp,N,2.0000
W3hnDQjv-JjnW,37.0000,30000.0000,Rent,7,NgMCvF2w-5HUT,Medical,B,10000.0000,9.25,1,0.33,Qp6AiLC3-mpz2,N,16.0000
Y8zcyL4s-2jzC,24.0000,68004.0000,Mortgage,5,OIGg3ae4-9bkO,Homeimprovement,A,4200.0000,5.42,0,0.06,Ar3OsdaA-sekT,N,4.0000
JsumWRBD-6ELE,31.0000,40000.0000,Own,2,GfqRiy0Z-2qCw,Education,B,2200.0000,11.013104465037149,0,0.06,32xdtnLh-QH7B,N,7.0000
eBHqXnPt-MOQM,24.0000,49000.0000,Mortgage,0,rxyJpnLj-3ChJ,Medical,B,5000.0000,12.18,1,0.1,T4YARx1T-FTRH,N,3.0000
DS1giqOs-541R,31.0000,110000.0000,Rent,15,AMEq6ttv-OZFx,Debtconsolidation,A,6000.0000,6.99,0,0.05,Op2IqMTL-WoIk,N,6.0000
w9viuR0t-uiaw,35.0000,100450.0000,Rent,1,of0DyqJe-NKjd,Personal,B,24000.0000,12.69,0,0.24,aNejp30m-XziE,N,7.0000
H1meYb5c-rKnq,24.0000,34400.0000,Rent,8,9GBc6Jsg-gM1j,Debtconsolidation,D,14000.0000,16,1,0.41,5OXQebwn-TXuu,Y,3.0000
w7zrTmre-xW4s,22.0000,28000.0000,Rent,3,SF8CY1dJ-nT2U,Education,C,6000.0000,12.98,0,0.21,Devi9D43-JPmg,Y,2.0000
YctQXIos-lmWX,23.0000,26496.0000,Rent,1,BxIkyW17-d5Od,Debtconsolidation,C,2000.0000,13.61,0,0.08,XcSG7Z31-HvTL,N,4.0000
iZWvIEY6-BwEw,22.0000,22800.0000,Mortgage,0,oY1hKGI2-UWIG,Education,A,3000.0000,8.94,0,0.13,fSiSoqCM-pnxQ,N,4.0000
nP0EYxei-lLdp,28.0000,99000.0000,Mortgage,12,aFyx641s-4X6q,Venture,B,18000.0000,9.76,0,0.18,ITXTEzWl-6qMS,N,7.0000
Yi5Fdkbw-n2kj,38.0000,64000.0000,Rent,4,qNH2yiSX-dj4b,Debtconsolidation,A,5000.0000,7.88,0,0.08,FCDKH4S6-Njln,N,16.0000
Pc5kC3Is-MAuR,22.0000,74000.0000,Mortgage,6,qcQPtx0q-2ml6,Education,A,4000.0000,7.51,1,0.05,brEmgDjm-ry9m,N,3.0000
umb31ajj-Q0ox,38.0000,100000.0000,Rent,2,zg9IgDYh-j5Qn,Homeimprovement,A,16000.0000,11.013104465037149,0,0.16,UDobRcqc-3p7u,N,11.0000
BNiIxtdv-g0Ki,24.0000,53000.0000,Own,3,RN8oaJ1b-K1K2,Homeimprovement,A,9800.0000,7.51,0,0.18,EQcXEPqj-LdSJ,N,4.0000
EBaC6LQ1-iXWU,34.0000,128000.0000,Mortgage,2,Dihdrj8D-lazk,Debtconsolidation,D,3000.0000,11.013104465037149,1,0.02,luCJZQxO-o3iR,N,10.0000
qun2JY68-bCn0,35.0000,98300.0000,Mortgage,8,JM6R7xgF-jije,Personal,A,15000.0000,7.88,0,0.15,nSsG9jTE-Bbya,N,5.0000
lLN18MUr-ITmD,24.0000,68400.0000,Mortgage,4.787874228975478,ZO6ngkPK-8Cmr,Personal,A,3000.0000,5.42,0,0.04,gvUJHFrh-iq0m,N,4.0000
Y4Q06GiA-eDW0,28.0000,50176.0000,Rent,3,OuGCZDO7-a08K,Venture,B,5000.0000,10.59,0,0.1,AC2ZL2ND-AbEA,N,7.0000
XEK3dCxp-a8gL,31.0000,47756.0000,Rent,3,WWPD1YmD-BAy4,Medical,C,3350.0000,13.98,0,0.07,Ip1eQimq-AW4M,N,5.0000
oguCNkqR-uCuK,25.0000,150000.0000,Mortgage,9,ZUwZNOgc-84w7,Medical,B,12500.0000,11.58,0,0.08,qpxbNQuG-THaT,N,4.0000
JIAxxqHK-Y3er,25.0000,125000.0000,Rent,9,1O0hQ5it-uNEg,Venture,D,6500.0000,14.61,0,0.05,jsjJYrvt-G7tR,N,3.0000
qqwAquSX-Sr1p,27.0000,60000.0000,Mortgage,5,b7cGL4hp-t0z3,Medical,A,6000.0000,8.94,0,0.1,5bEOTXNj-2XBy,N,10.0000
BewUb67d-knIc,24.0000,56496.0000,Rent,5,kxt00SaW-h2R1,Education,A,2000.0000,9.32,0,0.04,w9OWsOgx-DxQz,N,3.0000
mfAcEUSN-xsTp,23.0000,40000.0000,Mortgage,3,H6UOXkim-f11S,Education,B,12000.0000,9.88,0,0.3,k6vJOnwK-LIzh,N,2.0000
vNkZW4P8-Ubte,22.0000,51480.0000,Mortgage,4,9isHnAmY-0khE,Medical,B,3000.0000,11.83,0,0.06,fUF0hzHe-pSzU,N,2.0000
ytRYQg6j-6dQi,23.0000,80000.0000,Rent,3,tPjkLo73-GkiH,Education,D,4000.0000,14.46,0,0.05,CSBSogCJ-qIDH,Y,4.0000
cdXboRuY-RaDI,22.0000,15000.0000,Rent,3,uHd178lQ-MHTF,Personal,A,4950.0000,8.9,1,0.33,C6714m8n-XGGk,N,4.0000
Z1fhtYhD-xRfc,36.0000,29500.0000,Own,4,Gmcz6hSq-F7gx,Homeimprovement,B,1250.0000,11.83,0,0.04,WtJGs7W3-Z1uX,N,11.0000
B5PGWrJ5-32Y1,25.0000,48000.0000,Mortgage,4,D3StTyco-NsWn,Personal,B,7350.0000,11.12,0,0.15,I9B2B75U-GdCx,N,2.0000
khcer9Hi-PeXI,27.0000,70000.0000,Own,2,EPCgfWfE-Nx01,Homeimprovement,B,9590.5644,13.57,0,0.17022825037310413,uOR1aY1l-jkrW,Y,8.0000
jqUGPud0-OzEt,29.0000,165000.0000,Rent,2,trlDrhja-JX7N,Education,B,7500.0000,10.62,0,0.05,q9x8oSxF-gC6K,N,7.0000
qOkoiOgi-Jax6,25.0000,80000.0000,Mortgage,0,yIM17xth-ZHIg,Medical,A,10000.0000,5.79,0,0.13,NL4Xa782-5wNG,N,4.0000
IPbjycaN-yrxW,33.0000,97000.0000,Rent,4,XpEjODBT-P5Qg,Homeimprovement,C,7000.0000,12.98,0,0.07,ZY6KDZao-HFZ5,N,5.0000
KagJaP3z-7j62,27.7309,67000.0000,Mortgage,4.787874228975478,qMHZukKg-q8Xa,Education,D,3100.0000,10.59,1,0.1,6iB9aarB-dSW1,N,9.0000
zsiwYWpb-FIrC,23.0000,35000.0000,Rent,4,wFTqpfXJ-Q15t,Personal,C,3000.0000,13.85,0,0.09,3Co73DEh-lsDy,N,3.0000
52LLoJWe-9XPh,22.0000,100000.0000,Mortgage,6,TX0QbNHH-gSu0,Education,A,15000.0000,7.49,0,0.15,XXmAmw3y-zWip,N,2.0000
WwL7JZBq-ApL9,33.0000,40000.0000,Mortgage,4,m8hIYvhc-XcDK,Education,A,5000.0000,7.51,0,0.13,kZFdbJG7-pS5s,N,8.0000
OnflKC9r-iMBQ,29.0000,84000.0000,Mortgage,8,BzOF7PBX-bI4R,Venture,A,10000.0000,11.013104465037149,0,0.12,JGmgHj2W-zdQw,N,8.0000
qzZ7QTIv-SC3Y,23.0000,62000.0000,Rent,7,rmbc2prQ-LgCY,Debtconsolidation,B,14000.0000,10.99,0,0.23,kNYe4tk4-w8RB,N,4.0000
qJaC1PP6-Iwir,37.0000,39960.0000,Own,21,q0mKGnDH-r3RK,Personal,A,5600.0000,6.54,0,0.14,yFgIp3rm-CtB2,N,16.0000
NTNaiiqu-MoLt,27.0000,73000.0000,Mortgage,11,c1ZA4Qx4-OJ4x,Personal,A,10000.0000,5.79,0,0.14,ksD8ooud-IQh9,N,8.0000
r54Q0McW-GofU,29.0000,70000.0000,Mortgage,13,iHA6tmBk-wdXp,Medical,A,10000.0000,6.99,0,0.14,fpnxdfNF-Zzpn,N,10.0000
ylkR9bAN-mWMD,27.7309,61200.0000,Rent,4,B5LE23Hr-I37X,Medical,B,12000.0000,6.54,1,0.34,9kQpeJjK-t7rq,N,2.0000
PePd81LH-Eli7,44.0000,58000.0000,Rent,2,3eiIfOSL-thQP,Homeimprovement,C,15000.0000,13.48,0,0.26,W039Abwu-Eazh,Y,15.0000
u6lEaOOq-NqUO,40.0000,54000.0000,Rent,5,haxFPcT5-gw5L,Education,D,3000.0000,16.89,1,0.06,l3yxW9FZ-h98L,N,15.0000
E0w8SSgl-mU2W,24.0000,60000.0000,Mortgage,5,7nxr8iap-PrIv,Debtconsolidation,A,14000.0000,7.51,0,0.23,HxNcR09L-NS43,N,2.0000
xBrZ5lwJ-1qDH,34.0000,27600.0000,Rent,5,1rimNBSA-kxNn,Debtconsolidation,B,10000.0000,10.37,1,0.36,xB99ANC4-oxJJ,N,6.0000
uNJ4KoKy-eJEX,28.0000,140000.0000,Rent,11,BJFJfbTJ-lc4Z,Homeimprovement,C,25000.0000,13.11,0,0.18,4Ep9kSd6-lxkX,Y,7.0000
s0kTEEs4-k06s,31.0000,68000.0000,Rent,1,3bUWxdZ4-BTcY,Personal,A,6000.0000,7.49,0,0.09,Qv0wdjwv-BxO1,N,6.0000
7sHqQ43a-fblI,36.0000,100000.0000,Rent,14,SNFPz7up-hTxP,Debtconsolidation,A,5000.0000,7.66,0,0.05,JHbJbdcI-gEL3,N,11.0000
RddNaALT-S9jP,23.0000,36000.0000,Rent,7,XNfsn9J6-kgsW,Personal,C,1200.0000,13.99,0,0.03,lMX4OdBY-CWyZ,N,3.0000
ZqH0ApqM-b40i,37.0000,84000.0000,Rent,4,Tll0rfYY-fWe5,Homeimprovement,B,5000.0000,10,0,0.06,w6UMnPZy-rNmt,N,16.0000
tgfDOU8C-0Pou,36.0000,65000.0000,Mortgage,6,fTAbqii3-s2pd,Education,C,23325.0000,15.27,0,0.36,OUjbiWe4-3LTi,Y,14.0000
uU6IeQlR-qCqu,24.0000,86000.0000,Mortgage,3,4GKScpNl-l9JF,Venture,C,15000.0000,13.16,0,0.17,v6NyuInk-5DSS,N,3.0000
gdkpUx1w-6JT0,22.0000,20400.0000,Rent,5,zZC1Y3Uz-yhKK,Medical,C,3250.0000,14.26,1,0.16,5cM2A94X-84IR,Y,2.0000
yCsMlrfh-guop,22.0000,38400.0000,Rent,5,BFSs73ku-yOHL,Education,B,4000.0000,10.59,0,0.1,d4QYptKP-XBaH,N,3.0000
tBOUETgo-SXJu,25.0000,141996.0000,Mortgage,0,Cbn0WAnq-2Xgc,Personal,A,14000.0000,7.51,0,0.1,9pU4EWP7-j9gz,N,3.0000
Y52HzZPU-eJou,28.0000,85000.0000,Mortgage,12,YvIQBauu-y9Eb,Medical,B,18000.0000,12.53,0,0.21,DZHmlTpR-1T5r,N,10.0000
5MIzINg1-wjMt,28.0000,9081.0000,Rent,4.787874228975478,1dJaIJAj-U2DL,Homeimprovement,B,3000.0000,10.25,1,0.33,3TCqjxZx-nnhU,N,6.0000
xNEs70O3-8wkj,44.0000,80000.0000,Mortgage,28,rYjDBzit-bNv9,Venture,D,25000.0000,15.33,0,0.31,y5AQGWCO-lpkm,Y,17.0000
udIFjgYJ-F1si,27.0000,116000.0000,Mortgage,0,HG6OWJRD-MXyu,Education,C,3500.0000,12.53,1,0.03,GbTnL2Dr-xPvg,N,10.0000
kLroLzmr-dlfN,24.0000,30000.0000,Rent,1,f0IZmW8o-FYMm,Venture,C,9500.0000,13.92,1,0.32,Tu3OvWda-pKiQ,N,2.0000
pLEump9j-bHp7,27.0000,42072.0000,Rent,3,uoj3nNJB-DHuY,Venture,B,5000.0000,11.49,0,0.12,FFUZhgAl-Zlyy,N,10.0000
GvfxyUoG-ybXM,23.0000,130000.0000,Mortgage,4,7xz2htSJ-8tcg,Education,A,6800.0000,8.49,0,0.05,ozzs1Qio-5Q1t,N,3.0000
8icdEgde-q17K,25.0000,50000.0000,Mortgage,2,UA4xenp1-H24U,Personal,A,10000.0000,7.9,0,0.2,lZfAndsn-ErKy,N,4.0000
HjNa51Yv-b9gF,22.0000,38004.0000,Rent,3,e8b9AJa9-7BjL,Education,B,10000.0000,10.75,0,0.26,Y1ew0BfQ-wI72,N,2.0000
HfwjlrNx-W2wJ,35.0000,66000.0000,Rent,0,UUzwePqu-txi4,Homeimprovement,B,18000.0000,9.99,0,0.27,2LbcbXlv-4wnF,N,8.0000
YWbcjrjq-DzFN,27.0000,27000.0000,Mortgage,4,KYNtsGsJ-QRna,Venture,A,4300.0000,5.99,0,0.16,4FBXU4eo-KoyR,N,6.0000
6sEa5xJg-Qekn,25.0000,51060.0000,Rent,9,JcH1KjO5-SoLK,Venture,A,21250.0000,6.91,1,0.42,PESK8rpk-Yi5y,N,2.0000
djTkrkC7-Im8k,28.0000,100000.0000,Mortgage,4,8nEFJQbg-zv54,Debtconsolidation,A,7000.0000,8.9,0,0.07,Z6QMJWij-PSos,N,10.0000
Lp0KJYwr-Yflf,24.0000,6000.0000,Rent,0,OrXxH0Cb-hHvE,Personal,A,1050.0000,11.013104465037149,1,0.17,QIZpxO9Z-bA9Y,N,2.0000
YsZiW4GT-9Y5g,26.0000,40000.0000,Mortgage,5,Hej9N0SC-HxD3,Education,A,7200.0000,7.49,0,0.18,ryYigw6S-X6Gw,N,2.0000
